year,km_driven,mileage,engine,max_power,seats
2010,120000,12.8,2494,102.0,8
2016,25000,23.1,998,67.04,5
2010,155000,18.9,998,67.1,5
2015,50000,19.0,1199,88.7,5
2017,30030,18.6,1197,81.83,5
2017,29029,19.1,1197,82.0,5
2012,82082,22.54,1396,88.73,5
2016,48000,16.0,2179,140.0,7
2015,35000,19.44,1198,67.0,7
2017,67000,33.44,796,40.3,4
2011,80600,19.3,1248,73.9,5
2013,58609,21.1,814,55.2,5
2016,33003,15.7,1172,67.0,5
2016,43000,26.6,998,58.16,5
2016,16500,18.6,1197,81.83,5
2013,165500,14.0,2523,75.0,9
2018,30000,21.5,1497,108.5,5
2010,70000,19.09,1396,69.0,5
2003,170000,17.3,993,60.0,5
2011,120000,21.0,1461,64.1,5
1998,47990,19.369999999999997,1248,81.86,5
2014,168000,22.3,1248,74.0,5
2017,60000,25.8,1498,98.6,5
2008,120000,19.7,796,46.3,5
2016,5800,20.51,998,67.04,5
2010,68700,19.0,998,66.1,5
2007,108000,13.9,1599,103.2,5
2011,60000,16.47,1198,73.9,5
2016,17000,21.1,814,55.2,5
2018,5000,20.51,998,67.04,5
2017,60000,24.3,1248,88.5,5
2017,15000,17.1,1956,170.0,5
2016,50000,16.2,995,62.1,5
2016,60000,25.44,936,56.3,5
2014,72000,19.1,1197,85.8,5
2012,195000,21.12,1248,88.8,5
2012,70000,21.1,814,55.2,5
2013,83000,23.08,1461,63.1,5
2012,100000,21.1,814,55.2,5
2015,25000,20.4,1197,81.8,5
2016,50000,25.2,1248,74.0,5
2012,67000,20.77,1248,88.76,7
2011,30000,19.0,998,67.1,5
2013,85000,23.08,1461,63.12,5
2018,25000,16.55,2498,105.0,6
2007,170000,12.8,2494,102.0,8
2014,110000,14.0,2523,75.0,8
2011,80000,22.32,1582,126.32,5
2014,31000,20.51,998,67.04,5
2014,100000,24.0,1120,70.0,5
2016,130000,17.45,1493,100.0,7
2016,20000,20.51,998,67.04,5
2017,60000,22.77,1498,98.59,5
2013,102996,23.4,1248,74.0,5
2019,5000,17.3,1497,121.0,7
2016,120000,18.49,1493,100.0,7
2015,60000,22.54,1396,88.73,5
2012,129000,15.1,2179,140.0,7
2015,67000,21.2,1248,75.0,5
2010,120000,13.93,2179,138.03,7
2015,96500,20.5,1248,91.72,5
2017,52412,18.9,998,67.1,5
2012,85472,12.05,2179,120.0,8
2013,87452,22.77,1498,98.59,5
2008,66530,18.9,1061,67.0,5
2013,40000,18.5,1197,82.85,5
2010,79000,16.8,1497,116.3,5
2016,50000,18.49,1493,100.0,7
2012,60000,20.3,1248,75.0,5
2018,35000,17.57,1193,88.7,5
2015,120000,20.5,1248,91.72,5
2017,15000,17.19,1197,81.86,5
2013,70000,30.46,796,47.3,5
2016,5000,22.74,796,47.3,5
2009,40000,19.7,796,46.3,5
2019,10000,18.6,1197,81.86,5
2016,25000,21.1,814,55.2,5
2017,53000,17.57,1193,88.7,5
2014,110000,12.05,2179,120.0,9
2003,70000,18.9,998,67.1,5
2015,75000,25.8,1498,98.6,5
2012,70000,18.9,998,67.1,5
2002,60000,11.96,1298,80.0,8
2010,110000,12.07,2967,241.4,7
2013,60000,12.05,2179,120.0,8
2016,70000,19.67,1582,126.2,5
2010,80000,23.0,1396,90.0,5
2011,20000,18.0,995,62.0,5
2012,110000,16.95,1498,97.7,5
2014,40000,18.9,1197,82.0,5
2015,90000,18.6,1197,81.83,5
2014,50000,19.1,1197,85.8,5
2001,137000,18.5,796,53.0,5
2015,60000,18.6,1197,81.83,5
2017,30000,25.2,1248,74.0,5
2016,98000,19.67,1582,126.2,5
2016,50000,24.52,1248,88.5,7
2009,120000,19.09,1396,69.0,5
2017,30000,18.9,1197,81.86,5
2016,40000,23.84,1199,84.0,5
2012,90000,19.0,1405,71.0,5
2011,80000,21.9,1396,90.0,5
2007,110000,17.2,1396,53.5,5
2017,38000,23.84,1199,84.0,5
2017,35000,23.84,1199,84.0,5
2014,70000,20.51,998,67.04,5
2005,125000,19.369999999999997,1248,81.86,5
2010,140000,18.4,1248,75.0,5
2007,120000,19.369999999999997,1248,81.86,5
2017,80000,23.08,1461,63.1,5
2010,120000,13.6,2523,63.0,7
2011,80000,18.9,998,67.1,5
2015,110000,25.83,1498,99.0,5
2012,230000,23.57,1396,70.0,5
2014,25000,18.6,1197,81.83,5
2019,35000,23.0,1498,98.96,5
2011,97000,19.81,1086,68.05,5
2016,120000,19.08,1582,126.2,5
2016,120000,23.9,1582,126.32,5
2014,80000,16.55,2498,105.0,6
2011,60000,19.3,1248,73.9,5
2011,60000,19.81,1086,68.05,5
2015,30000,19.1,1197,82.0,5
2016,35000,26.59,1248,74.0,5
2017,25000,16.0,2179,140.0,7
2018,40000,21.66,1498,108.62,5
2017,7000,14.53,1794,138.1,5
2017,23456,18.9,1197,82.0,5
2015,39000,16.0,2179,140.0,7
2017,15000,17.5,1199,88.7,5
2013,40000,23.4,1248,74.0,5
2018,15000,22.0,1197,81.8,5
2010,70000,18.6,1199,79.4,5
2014,40000,19.1,1197,85.8,5
2008,136500,12.7,2609,120.0,8
2016,70000,25.32,1198,77.0,6
2015,90000,25.1,1498,98.6,5
1996,32000,16.1,796,37.0,4
2018,8000,20.51,998,67.0,5
2015,170000,23.59,1364,67.04,5
2000,120000,12.2,1948,68.0,10
2010,110000,17.8,1248,75.0,5
2016,100000,16.0,2179,140.0,7
2009,115000,13.8,1399,68.0,5
2008,90000,17.8,1248,75.0,5
2018,40000,18.2,1199,88.7,5
2008,55000,13.9,1599,103.2,5
2007,90000,19.7,796,46.3,5
2014,111000,20.34,1498,103.2,5
2013,120000,11.68,2498,112.0,7
2017,15000,21.4,1197,83.1,5
2016,30000,22.74,796,47.3,5
2017,50000,23.95,998,67.05,5
2015,40000,19.67,1582,126.2,5
2008,50000,15.3,1396,70.0,5
2018,45000,23.84,1199,84.0,5
2009,80000,13.93,2179,138.0,7
2012,120000,11.68,2498,112.0,7
2017,100000,16.5,1493,70.0,7
2011,120000,19.3,1248,73.9,5
2018,15000,15.8,1591,121.3,5
2017,15000,24.7,796,47.3,5
2017,15000,21.21,1197,81.8,5
2012,80000,20.5,1598,103.5,5
2011,80000,18.1,1991,147.9,4
2017,19000,18.6,1197,81.83,5
2017,42000,15.29,1591,121.3,5
2012,120000,23.2,1248,73.94,5
2019,10000,19.56,1197,81.8,5
2009,110000,16.5,995,63.0,5
2009,110000,15.0,1586,104.68,5
2007,90000,23.57,1396,70.0,5
2015,90000,15.29,1591,121.3,5
2018,50000,22.54,1396,88.73,5
2014,50000,25.44,936,56.3,5
2012,120000,22.3,1248,74.0,5
2017,40000,23.84,1199,84.0,5
2002,62000,16.1,796,37.0,4
2018,10000,17.0,1591,121.3,5
2014,160000,25.1,1498,98.6,5
2010,60000,17.0,1197,80.0,5
2005,60000,18.9,998,67.1,5
2014,78000,11.68,2498,112.0,7
2019,30000,20.3,1086,68.0,5
2018,20000,23.0,1498,98.96,5
2013,70000,22.9,1248,74.0,5
2015,70000,18.9,1197,82.0,5
2013,80000,13.7,2197,138.1,7
2006,90000,12.7,2609,116.6,8
2010,80000,22.07,1199,73.9,5
2013,146000,15.96,2523,62.1,7
2013,47200,16.1,796,37.0,4
2018,60000,15.1,2179,152.87,7
2007,100000,15.3,1193,65.3,5
2010,100000,14.8,2499,80.0,10
2012,120000,15.3,2956,83.8,7
2010,80000,12.5,1794,132.0,5
2016,34000,23.01,999,67.0,5
2017,50000,19.87,1461,83.8,5
2010,100000,19.61,1405,70.0,5
2008,52000,13.9,1599,103.2,5
2013,110000,20.77,1248,88.76,7
2015,70000,18.6,1197,81.83,5
2019,10000,13.8,2999,174.57,7
2019,30000,23.0,1498,98.96,5
2018,15000,20.4,1194,94.93,5
2019,5000,18.0,1497,117.6,5
2018,40000,23.0,1498,98.96,5
2019,16500,13.96,1451,141.0,5
2014,110000,20.77,1248,88.76,7
2011,72000,22.9,1248,74.0,5
2015,60000,27.39,1248,74.0,5
1999,100000,14.8,1998,68.0,5
2009,120000,19.369999999999997,1248,81.86,5
2015,80000,25.01,1498,89.75,5
2017,30000,20.89,1197,81.8,5
2008,219000,12.8,2494,102.0,8
2017,80000,24.7,796,47.3,5
2016,80000,28.09,1248,88.5,5
2016,35000,20.85,1197,83.14,5
2013,167000,22.3,1248,88.8,5
2016,94000,19.67,1582,126.2,5
2012,80000,17.92,1086,62.1,5
1998,100000,16.1,796,37.0,4
2005,90000,13.8,1299,70.0,5
2012,246000,12.99,2494,100.0,7
2019,10000,21.4,1197,83.1,5
2019,5200,20.3,1199,83.81,5
2006,120000,17.3,993,60.0,5
2013,90000,22.9,1248,74.0,5
2016,50000,18.0,1497,117.3,5
2017,5000,18.9,1197,81.86,5
2018,10500,18.15,1198,82.0,6
2018,26000,19.6,1461,108.45,5
2006,40000,11.7,1796,178.0,5
2010,60000,14.53,1798,138.0,5
2015,25000,15.85,1499,110.4,5
2011,15000,17.5,1298,85.8,5
2012,110000,19.3,1248,73.9,5
2010,100000,19.3,1248,73.9,5
2007,120000,17.8,1086,63.0,5
2010,55000,12.3,1781,163.2,5
2007,120000,15.0,1586,104.68,5
2007,35000,18.2,1061,64.0,5
2018,13000,24.7,796,47.3,5
2015,50000,26.59,1248,74.0,5
2012,40000,20.36,1197,78.9,5
2016,25000,17.19,1197,81.86,5
2019,5000,23.87,1197,88.5,5
2013,50000,16.1,796,37.0,4
2014,80000,18.9,1197,82.0,5
2012,225000,12.99,2494,100.0,8
2015,70000,19.01,1461,108.5,5
2015,100000,15.96,2523,63.0,9
2006,90000,13.1,1493,82.0,5
2010,225000,14.0,1948,90.0,9
2016,90000,15.04,2755,174.5,7
2019,6500,21.21,1197,81.8,5
2010,80000,11.96,1298,80.0,8
2008,100000,12.05,2179,120.0,7
2015,120000,23.59,1364,67.05,5
2012,120000,21.1,814,55.2,5
2006,150000,18.7,1896,66.0,5
2005,120000,16.1,1405,70.0,5
2015,100000,15.26,2143,203.2,5
2018,63000,15.3,2956,83.83,7
2016,40000,17.9,2143,136.0,5
2015,109000,22.7,1498,89.84,5
2015,114000,25.2,1248,73.94,5
2014,160000,24.0,1120,70.0,5
2013,101000,21.9,1396,88.76,5
2016,45000,16.38,1995,183.0,5
2018,31000,24.04,999,67.0,5
2016,55000,20.52,1197,81.8,5
2014,117000,22.32,1582,126.32,5
2012,108000,17.42,1968,175.0,5
2015,75000,20.52,1197,81.8,5
2011,74000,10.0,2148,170.0,5
2013,158000,24.4,1499,98.96,5
2017,53000,17.6,2179,147.94,7
2017,20000,16.3,1956,170.0,5
2020,5000,18.24,999,108.6,5
2010,64000,19.7,796,46.3,5
2016,10500,18.16,1196,86.8,5
2011,50000,19.7,796,46.3,5
2012,60000,20.5,1598,103.5,5
2015,35000,21.14,1498,103.52,5
2012,135000,13.93,2179,138.03,7
2011,70000,12.05,2179,120.0,9
2017,5000,18.6,1197,81.83,5
2008,80000,17.92,1086,62.1,5
2011,120000,12.05,2179,120.0,8
2011,167000,19.369999999999997,1248,81.86,5
2014,10000,20.51,998,67.04,5
2015,35000,22.74,796,47.3,5
2007,50000,15.3,1193,65.3,5
2006,80000,19.369999999999997,1248,81.86,5
2006,60898,19.369999999999997,1248,81.86,5
2018,29700,25.1,1248,88.5,5
2018,20000,18.6,1368,98.63,5
2018,20000,24.7,796,47.3,5
2017,40000,24.52,1248,88.5,7
2013,90000,22.9,1248,74.0,5
2015,90000,16.02,1373,93.7,7
2015,80000,15.96,2523,62.1,7
2012,60000,18.9,998,67.1,5
2014,50000,14.0,2523,75.0,8
2006,74000,13.7,1948,68.0,7
2014,123000,19.01,1461,108.45,5
2007,60000,19.369999999999997,1248,81.86,5
2013,50000,15.64,1193,64.1,5
2014,80000,18.9,1197,82.0,5
2019,10000,19.02,1198,67.05,5
2018,10000,20.3,1086,68.0,5
2018,40000,23.0,1498,98.96,5
2017,120000,16.5,1493,70.0,7
2013,45000,15.96,2523,62.1,7
2018,35000,28.4,1248,74.02,5
2011,80000,15.5,1586,103.3,5
2017,37000,23.0,1498,98.96,5
2018,22000,21.4,1197,83.1,5
2018,60000,22.54,1396,88.73,5
2017,27000,20.73,1373,91.1,5
2012,70000,18.0,995,62.0,5
2018,35000,16.55,2498,105.0,6
2015,70000,15.4,1997,120.0,7
2015,43000,21.1,814,55.2,5
2011,110000,15.0,1368,90.0,5
2009,100000,15.7,1172,67.0,5
2016,64000,20.4,1197,81.8,5
2017,96000,19.87,1461,83.8,5
2013,96000,20.46,1461,83.8,5
2019,7600,21.63,998,67.0,5
2007,120000,17.0,1405,70.0,5
2017,50000,22.95,1248,74.0,5
2015,50000,24.4,1120,71.0,5
2015,80000,23.0,1248,88.7,5
2003,200000,13.1,1493,82.0,5
2015,190000,12.99,2494,100.6,7
2015,34000,20.51,998,67.04,5
2012,80000,16.47,1198,73.9,5
2003,20000,15.9,1527,57.0,5
2011,200000,12.8,2494,102.0,7
2007,70000,19.81,1086,68.05,5
2014,80800,12.99,2494,100.6,8
2018,24265,18.7,1199,88.7,5
2014,81000,23.4,1248,74.0,5
2015,240000,19.98,1461,108.5,7
2013,35000,19.1,1197,85.8,5
2019,15000,25.17,799,53.3,5
2012,49000,25.44,936,57.6,5
2016,56900,13.68,2393,147.8,8
2014,70000,25.2,1248,74.0,5
2010,180000,19.3,1248,73.9,5
2010,50000,19.0,998,66.1,5
2005,50000,13.2,1495,94.0,5
2013,88200,23.2,1248,73.94,5
2017,120000,25.8,1498,98.6,5
2011,110000,17.8,1399,68.0,5
2016,65000,22.74,796,47.3,5
2015,15000,23.65,1248,88.5,5
2010,120000,17.0,1497,118.0,5
1999,100000,19.369999999999997,1248,81.86,5
2019,10000,24.3,1248,88.5,5
2012,70000,20.3,1248,92.0,5
2012,60000,19.2,1086,68.05,5
2016,90000,28.09,1248,88.5,5
2016,35000,22.74,796,47.3,5
2012,40000,17.92,1086,62.1,5
2011,80000,23.03,1396,69.0,5
2012,99000,15.5,1586,103.3,5
2015,60000,23.9,624,37.48,4
2016,40800,21.1,814,55.2,5
2015,70000,17.57,1193,88.7,5
2016,100000,18.15,1198,82.0,5
2016,8588,22.0,1197,81.8,5
2015,60000,25.83,1498,99.0,5
2005,80000,15.9,1298,85.0,5
2014,110000,26.0,1498,98.6,5
2018,150000,23.59,1364,67.05,5
2012,120000,12.8,2494,102.0,7
2012,70000,16.1,796,37.0,4
2016,50000,19.81,1086,68.05,5
2006,305000,12.8,2494,102.0,8
2009,212000,11.57,2179,138.1,7
2010,50000,10.71,1948,90.0,14
2017,70000,25.5,1498,98.6,5
2016,50000,22.95,1248,74.0,5
2015,120000,21.14,1498,103.52,5
2015,120000,11.57,2179,138.1,7
2015,120000,20.77,1248,88.76,7
2017,70000,25.8,1498,98.6,5
2002,80000,18.9,998,67.1,5
2017,100000,18.49,1493,100.0,7
2017,157000,13.68,2393,147.8,7
2012,90000,23.2,1248,73.94,5
2013,65000,14.6,2231,184.0,7
2015,30000,23.1,998,67.04,5
2015,70000,16.02,1373,93.7,7
2016,100000,21.38,1396,88.7,5
2015,120000,17.4,1497,117.3,5
2012,110000,21.0,1199,75.0,5
2015,60000,24.0,1120,70.0,5
2016,90000,24.0,1120,70.0,5
2012,110000,20.92,998,67.1,5
2018,25000,20.3,998,68.05,5
2013,100000,20.54,1598,103.6,5
2012,120000,20.0,1399,68.0,5
2011,90000,20.54,1598,103.6,5
2017,35000,17.4,1497,117.6,5
2017,35000,17.8,1497,117.3,5
2014,101200,15.3,2956,83.83,7
2005,90000,12.8,1396,85.0,5
2016,76000,26.59,1248,74.0,5
2016,90000,16.0,2179,140.0,7
2008,179150,11.57,2179,138.1,7
2003,62000,16.1,796,37.0,4
2019,35000,28.4,1248,74.02,5
2016,120000,16.0,2179,140.0,7
2017,50000,25.8,1498,98.6,5
2011,70000,19.3,1248,73.9,5
2013,97000,22.9,1248,74.0,5
2012,84487,15.1,2179,140.0,7
2010,100000,12.8,2494,102.0,7
2007,60000,19.7,796,46.3,5
2009,110000,15.0,1586,104.68,5
2010,146000,14.0,2498,112.0,7
2014,70000,23.4,1248,74.0,5
2017,51146,24.3,1248,88.5,5
2011,40000,21.1,1197,85.8,5
2017,50000,24.3,1248,88.5,5
2015,80000,20.14,1498,88.8,5
2011,120000,18.9,998,67.1,5
2017,23000,24.7,796,47.3,5
2010,70000,20.92,998,67.1,5
2018,23000,28.4,1248,74.0,5
2016,30000,20.51,998,67.04,5
2011,50000,19.0,1248,90.0,5
2014,40000,16.8,796,34.2,5
2007,60000,16.1,796,37.0,4
2011,80000,19.4,1405,70.0,5
2010,150000,21.12,1248,88.8,5
2018,40000,19.0,1197,85.8,5
2010,25000,16.8,1497,118.0,5
2018,120000,17.0,2650,80.84,7
2014,120000,15.1,2179,140.0,7
2012,270000,14.07,2956,68.4,7
2018,50000,24.3,1248,88.5,5
2013,60000,20.77,1248,88.8,7
2008,149000,19.3,1248,73.9,5
2019,5000,20.3,1086,68.0,5
2013,70000,19.4,1405,70.0,5
2015,55000,20.36,1197,78.9,5
2013,120000,15.96,2523,62.1,9
2014,291977,14.0,2179,138.1,7
2005,85000,11.1,2354,158.8,5
2015,70000,17.19,1197,81.86,5
2010,120000,13.1,2499,141.0,7
2015,40000,22.77,1498,98.59,5
2016,70000,15.4,1997,120.0,7
2017,39000,19.59,1995,187.74,5
2019,10000,18.12,1995,190.0,5
2019,36800,20.14,1498,88.0,5
2018,52200,26.59,1248,74.0,5
2016,78000,24.0,1186,73.97,5
2020,16000,17.0,1956,167.67,5
2016,30000,15.73,1968,174.33,5
2017,29000,24.0,1186,73.97,5
2019,25000,16.3,1956,170.63,5
2013,60000,15.1,2179,140.0,7
2017,60000,12.55,2982,168.5,7
2016,112000,15.4,1997,120.0,7
2018,15000,18.25,1968,187.74,5
2018,36000,28.09,1248,88.5,5
2016,60000,21.79,998,67.05,5
2008,120000,11.1,2354,158.8,5
2018,40000,20.14,1498,88.0,5
2017,60000,28.09,1248,88.5,5
2016,25000,17.01,1591,121.3,5
2015,42000,23.95,998,67.05,5
2016,90000,18.49,1493,100.0,7
2011,90000,21.1,1248,73.9,5
2012,110000,23.08,1461,63.12,5
2009,70000,19.3,1248,73.9,5
2014,80000,22.32,1582,126.32,5
2016,80000,21.19,1396,88.73,5
2012,90000,19.01,1461,108.45,5
2007,90000,17.2,1396,53.5,5
2010,120000,21.43,1364,87.2,5
2012,107500,19.369999999999997,1248,81.86,5
2017,62000,11.36,2755,171.5,7
2016,79000,19.67,1582,126.2,5
2015,20000,12.55,2982,168.5,7
2004,248200,16.1,1405,70.0,5
2007,110000,10.5,2179,120.0,7
2009,100000,19.3,1248,73.9,5
2010,70000,16.2,1493,110.0,5
1994,100000,12.8,1995,52.0,5
2016,50000,24.52,1248,88.5,7
2013,139000,20.77,1248,88.76,7
2006,120000,13.1,1781,149.5,5
2014,35000,16.7,1172,64.1,5
2019,7720,20.0,999,71.0,7
2014,50000,15.1,2179,140.0,7
2002,60000,20.8,1527,58.0,5
2016,100000,20.8,1461,64.1,5
2016,57882,18.6,1197,81.83,5
2018,142000,14.1,2179,147.94,5
2018,140000,14.1,2179,147.94,5
2015,30000,15.96,2523,62.1,7
2018,10000,19.83,1198,67.0,5
2015,30000,23.1,998,67.04,5
2012,90000,19.09,1396,69.0,5
2015,35000,15.37,1196,73.0,7
2009,25000,19.369999999999997,1248,81.86,5
2017,31100,22.7,799,53.64,5
2019,5000,20.3,1086,68.0,5
2013,50000,21.02,1248,88.8,5
2018,8576,18.7,1199,88.7,5
2013,80000,23.03,1396,69.0,5
2009,242000,12.8,2494,102.0,7
2018,22000,17.09,2993,261.4,4
2017,30000,28.4,1248,74.02,5
2019,9000,18.6,1197,81.83,5
2017,30000,17.5,1199,88.7,5
2016,60000,21.76,1995,188.0,5
2016,27000,13.68,2393,147.51,7
2017,39000,25.5,1498,98.6,5
2015,64000,16.05,1499,110.4,5
2017,42000,23.0,1498,98.96,5
2012,45000,18.5,1198,86.8,5
2019,15000,17.0,1956,167.67,5
2018,55000,18.49,1493,100.0,7
2015,64000,11.4,2953,153.86,7
2018,27000,17.09,2993,261.4,4
2019,15000,20.28,1462,103.25,5
2016,69000,17.2,1197,103.6,5
2017,80000,22.0,1197,81.8,5
2016,60000,22.77,1498,98.59,5
2017,70000,22.32,1582,126.32,5
2015,105000,13.22,2967,241.4,5
2016,100000,22.95,1248,74.0,5
2011,100000,15.96,2523,62.1,9
2018,35000,17.6,2179,153.86,7
2018,11500,18.49,1493,100.0,7
2015,40000,18.49,1493,100.0,7
2018,50000,23.01,999,67.0,5
2015,55380,18.9,1197,82.0,5
2015,13500,14.74,2993,270.9,5
2017,18816,17.0,1198,73.75,5
2016,42163,11.36,2755,171.5,7
2013,70000,12.99,2494,100.0,8
2016,60000,17.88,1405,48.21,5
2004,80000,17.3,993,60.0,5
2015,45900,18.6,1197,81.83,5
2011,40000,19.7,796,46.3,5
2013,90000,12.05,2179,120.0,8
2010,105000,19.7,796,46.3,5
2018,30000,22.54,1396,88.76,5
2011,20000,18.9,998,67.1,5
2011,80000,20.36,1197,78.9,5
2010,80000,18.0,995,62.0,5
2004,120000,16.1,796,37.0,4
2019,50000,21.9,1498,98.6,7
2016,80000,24.4,1120,71.0,5
2011,120000,11.57,2179,138.1,7
2011,70000,22.9,1248,74.0,5
2016,130000,25.32,1198,77.0,6
2017,50000,21.04,1461,83.8,8
2018,80000,23.0,1498,98.96,5
2017,59000,18.15,1198,82.0,5
2013,100000,18.2,1248,73.8,7
2008,50000,11.0,2359,165.0,5
2016,45000,25.17,799,53.3,5
2010,80000,19.3,1248,73.9,5
2008,80000,18.9,1061,67.0,5
2018,24000,13.68,2393,147.8,8
2018,25000,25.1,1248,88.5,5
2013,40000,25.8,1498,98.6,5
2010,29000,16.5,1172,65.0,5
2018,15000,18.1,1199,88.7,5
2015,126000,21.43,1364,87.2,5
2011,300000,12.8,2494,102.0,7
2015,129000,21.43,1364,87.2,5
2019,40000,23.0,1498,98.96,5
2011,50000,21.12,1248,88.8,5
2017,25000,18.6,1197,81.83,5
2008,60000,13.4,1794,125.0,5
2011,70000,23.57,1396,70.0,5
2014,120000,23.4,1248,74.0,5
2009,153000,19.369999999999997,1248,81.86,5
2018,35000,24.3,1248,88.5,5
2016,60000,14.1,2179,148.0,7
2004,62000,13.0,1343,90.0,5
2011,120000,16.25,1198,73.9,5
2013,120000,15.42,1405,70.0,7
2017,80000,22.54,1396,88.73,5
2010,80000,20.92,998,67.1,5
2014,147279,17.0,2200,139.01,7
2013,98000,20.5,1598,103.5,5
2018,25000,28.4,1248,74.02,5
2016,90000,26.59,1248,74.0,5
2016,22000,21.9,624,37.48,4
2014,120000,25.0,1396,69.0,5
2013,100000,22.1,1248,76.9,5
2008,120000,19.09,1396,69.0,5
2014,70000,23.4,1248,74.0,5
2015,24700,16.0,2179,140.0,7
2008,100000,18.0,995,62.0,5
2019,10000,20.89,1197,81.8,5
2017,43526,16.0,2179,140.0,7
2012,55885,16.25,1198,75.0,5
2019,16034,21.7,1498,98.96,5
2012,156040,20.0,1399,68.0,5
2008,122000,18.48,1995,177.0,5
2017,20000,27.39,1248,74.0,5
2017,46000,22.0,1197,81.8,5
2016,50000,15.41,1598,103.2,5
2018,5000,21.79,998,67.05,5
2017,42000,24.7,796,47.3,5
2011,68519,16.2,995,62.1,5
2019,30000,23.0,1498,98.96,5
2011,85000,20.0,1399,68.0,5
2010,100000,14.0,796,37.5,5
2014,100000,19.1,1197,85.8,5
2018,22966,23.84,1199,84.48,5
2014,80000,15.96,2523,62.1,7
2012,80000,22.9,1248,74.0,5
2014,2350,21.1,814,55.2,5
2011,50000,19.7,796,46.3,5
2010,58000,19.7,796,46.3,5
2006,80000,16.9,1497,100.0,5
2018,60000,16.5,1493,70.0,7
2019,35000,18.6,1197,81.86,5
2019,59872,15.96,2523,62.1,7
2012,110000,19.7,796,46.3,5
2016,91182,15.96,2523,62.1,7
2012,100000,21.27,1396,88.76,5
2002,80000,16.1,796,37.0,4
2012,70000,21.12,1248,88.8,5
2017,59500,23.1,998,67.04,5
2000,100000,10.9,796,81.86,8
2016,45000,24.3,1248,88.5,5
2011,75500,23.0,1396,90.0,5
2016,46000,24.3,1248,88.5,5
2013,60000,22.74,796,47.3,5
2009,60000,15.0,1396,100.0,5
2014,60000,13.0,2143,201.1,5
2017,69123,17.1,1956,170.0,5
2014,40523,18.5,1197,82.85,5
2019,7800,15.26,1798,187.74,5
2019,11500,15.26,1798,187.74,5
2019,23600,15.26,1798,187.74,5
2010,220000,11.5,2982,171.0,7
2004,218000,19.369999999999997,1248,81.86,5
2015,120000,15.1,2179,140.0,7
2018,25000,21.4,1197,83.1,5
2017,42000,21.4,1197,83.1,5
2015,80000,20.85,1197,83.14,5
2011,60000,20.92,998,67.1,5
2013,240000,23.4,1248,74.0,5
2013,35000,14.3,1598,103.5,5
2008,120000,12.2,1948,68.0,9
2015,120000,20.34,1498,103.2,5
2009,35000,19.81,1086,68.05,5
2007,120000,19.7,796,46.3,5
2009,110000,19.369999999999997,1248,81.86,5
2011,90000,16.2,1493,110.0,5
2007,60000,19.7,796,46.3,5
2010,50000,15.0,1586,104.68,5
2017,25000,18.9,1197,82.0,5
2007,80000,19.7,796,46.3,5
2017,80000,15.4,2179,120.0,7
2015,70000,12.99,2494,100.6,7
2012,27500,18.5,1197,82.9,5
2013,110000,12.99,2494,100.6,8
2010,120000,15.7,1390,75.0,5
2016,70000,28.09,1248,88.5,5
2002,290000,13.1,2446,75.0,10
2010,74000,12.8,2354,177.6,5
2007,140000,17.7,1497,78.0,5
2017,40000,20.89,1197,81.8,5
2019,20000,21.4,1197,83.1,5
2020,15000,24.3,1248,88.5,5
2006,35000,19.369999999999997,1248,81.86,5
2019,16000,23.84,1199,84.0,5
2005,130000,13.0,1343,90.0,5
2012,118000,13.93,2179,138.03,7
2013,50000,20.77,1248,88.8,7
2016,60000,15.37,1196,73.0,5
2014,147000,18.6,1197,81.83,5
2014,100000,19.1,1197,85.8,5
2017,55000,24.52,1248,88.5,7
2010,64000,21.1,1248,73.9,5
2002,100000,17.3,993,60.0,5
2016,50000,24.52,1248,88.5,7
2014,30000,9.0,1984,181.0,5
2018,30000,20.51,998,67.04,5
2004,150000,17.3,993,60.0,5
2016,24177,17.57,1193,88.7,5
2012,80000,16.1,1405,70.0,5
2006,150000,18.9,998,67.1,5
2015,120000,21.04,1461,83.8,7
2012,121779,12.05,2179,120.0,8
2017,56000,27.39,1248,74.0,5
2008,100000,15.0,1586,104.68,5
2018,12000,20.4,1197,81.8,5
2017,15381,24.3,1248,88.5,5
2011,5000,13.6,2523,63.0,7
2014,40000,19.01,1461,108.5,5
2016,35000,26.6,998,58.16,5
2018,10000,23.95,998,67.05,5
2019,10000,16.0,2179,140.0,7
2018,25000,22.0,1197,81.8,5
2017,50000,20.51,998,67.0,5
2018,30000,17.0,1198,108.5,5
2015,23000,23.9,1582,126.2,5
2019,15000,16.55,2498,105.0,6
2018,5000,20.51,998,67.0,5
2015,15000,20.77,1248,88.76,7
2020,20000,22.1,1396,88.7,5
2015,50000,22.77,1498,98.59,5
2017,40000,18.16,1196,86.8,5
2007,70000,18.2,1061,64.0,5
2017,15000,23.1,998,67.04,5
2016,10000,18.9,1197,82.0,5
2018,25000,24.3,1248,88.5,5
2013,50000,17.01,1591,121.3,5
2011,70000,17.6,1496,88.7,5
2020,5000,20.89,1197,81.8,5
2009,60000,19.0,998,66.1,5
2007,74800,18.2,998,67.1,5
2012,270000,21.94,1196,61.7,5
2007,120000,17.7,1497,78.0,5
2000,250000,19.369999999999997,1248,81.86,5
2010,80000,17.5,1298,85.8,5
2013,120000,15.1,2179,140.0,7
2019,20000,17.0,1197,108.6,5
